loss,train_loss,iter,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.034026566147804,1.918827246427536,500,1754793469,checkpoint_000000,True,False,1,506db_00080,2025-08-10_03-37-49,33.40041780471802,33.40041780471802,1657186,ash,134.226.40.133,33.40041780471802,1
1.7155898386240005,1.5135020643472672,1000,1754793502,checkpoint_000001,True,False,2,506db_00080,2025-08-10_03-38-22,32.499229431152344,65.89964723587036,1657186,ash,134.226.40.133,65.89964723587036,2
1.6009605491161347,1.3722419816255569,1500,1754793534,checkpoint_000002,True,False,3,506db_00080,2025-08-10_03-38-54,32.557225704193115,98.45687294006348,1657186,ash,134.226.40.133,98.45687294006348,3
1.5579270255565643,1.295002732872963,2000,1754793567,checkpoint_000003,True,False,4,506db_00080,2025-08-10_03-39-27,32.62299942970276,131.07987236976624,1657186,ash,134.226.40.133,131.07987236976624,4
1.5220322185754775,1.2415631353855132,2500,1754793599,checkpoint_000004,True,False,5,506db_00080,2025-08-10_03-39-59,32.515949726104736,163.59582209587097,1657186,ash,134.226.40.133,163.59582209587097,5
1.5150075459480286,1.2023129385709763,3000,1754793632,checkpoint_000005,True,False,6,506db_00080,2025-08-10_03-40-32,32.60381317138672,196.1996352672577,1657186,ash,134.226.40.133,196.1996352672577,6
1.4942062389850617,1.1692690843343734,3500,1754793664,checkpoint_000006,True,False,7,506db_00080,2025-08-10_03-41-04,32.59553003311157,228.79516530036926,1657186,ash,134.226.40.133,228.79516530036926,7
1.489255923628807,1.1418332093954087,4000,1754793694,checkpoint_000007,True,False,8,506db_00080,2025-08-10_03-41-34,29.763543605804443,258.5587089061737,1657186,ash,134.226.40.133,258.5587089061737,8
1.5044094705581665,1.1202073526382446,4500,1754793724,checkpoint_000008,True,False,9,506db_00080,2025-08-10_03-42-04,29.811843395233154,288.37055230140686,1657186,ash,134.226.40.133,288.37055230140686,9
1.4887053614854813,1.0965372133255005,5000,1754793757,checkpoint_000009,True,False,10,506db_00080,2025-08-10_03-42-37,32.78638052940369,321.15693283081055,1657186,ash,134.226.40.133,321.15693283081055,10
1.50311931848526,1.0761606013774871,5500,1754793789,checkpoint_000010,True,False,11,506db_00080,2025-08-10_03-43-09,32.29750323295593,353.4544360637665,1657186,ash,134.226.40.133,353.4544360637665,11
1.4939988386631011,1.059526447057724,6000,1754793821,checkpoint_000011,True,False,12,506db_00080,2025-08-10_03-43-41,31.660509824752808,385.1149458885193,1657186,ash,134.226.40.133,385.1149458885193,12
1.5118674618005752,1.0405324906110764,6500,1754793854,checkpoint_000012,True,False,13,506db_00080,2025-08-10_03-44-14,32.7912380695343,417.9061839580536,1657186,ash,134.226.40.133,417.9061839580536,13
1.4986365640163422,1.0218026483058928,7000,1754793886,checkpoint_000013,True,False,14,506db_00080,2025-08-10_03-44-46,32.50630211830139,450.412486076355,1657186,ash,134.226.40.133,450.412486076355,14
1.5083997464179992,1.0087623304128648,7500,1754793919,checkpoint_000014,True,False,15,506db_00080,2025-08-10_03-45-19,32.623574018478394,483.0360600948334,1657186,ash,134.226.40.133,483.0360600948334,15
1.515816780924797,0.9981645646691323,8000,1754793951,checkpoint_000015,True,True,16,506db_00080,2025-08-10_03-45-51,32.48979640007019,515.5258564949036,1657186,ash,134.226.40.133,515.5258564949036,16
