loss,train_loss,iter,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2.430512902736664,2.3799544882774355,500,1754790358,checkpoint_000000,True,False,1,4f60d_00198,2025-08-10_02-45-58,33.26559138298035,33.26559138298035,1630256,ash,134.226.40.133,33.26559138298035,1
1.9487776684761047,1.785028601884842,1000,1754790391,checkpoint_000001,True,False,2,4f60d_00198,2025-08-10_02-46-31,32.48833346366882,65.75392484664917,1630256,ash,134.226.40.133,65.75392484664917,2
1.7010016256570817,1.5085301488637923,1500,1754790423,checkpoint_000002,True,False,3,4f60d_00198,2025-08-10_02-47-03,32.51121497154236,98.26513981819153,1630256,ash,134.226.40.133,98.26513981819153,3
1.5984347409009934,1.3750502151250839,2000,1754790453,checkpoint_000003,True,False,4,4f60d_00198,2025-08-10_02-47-33,29.876239776611328,128.14137959480286,1630256,ash,134.226.40.133,128.14137959480286,4
1.5484471064805985,1.3034530943632125,2500,1754790486,checkpoint_000004,True,False,5,4f60d_00198,2025-08-10_02-48-06,32.574589252471924,160.71596884727478,1630256,ash,134.226.40.133,160.71596884727478,5
1.5142107570171357,1.254332002401352,3000,1754790515,checkpoint_000005,True,False,6,4f60d_00198,2025-08-10_02-48-35,29.401689529418945,190.11765837669373,1630256,ash,134.226.40.133,190.11765837669373,6
1.5027689909934998,1.2156094151735306,3500,1754790546,checkpoint_000006,True,False,7,4f60d_00198,2025-08-10_02-49-06,30.596665382385254,220.71432375907898,1630256,ash,134.226.40.133,220.71432375907898,7
1.4968997091054916,1.1870567548274993,4000,1754790578,checkpoint_000007,True,False,8,4f60d_00198,2025-08-10_02-49-38,32.222692012786865,252.93701577186584,1630256,ash,134.226.40.133,252.93701577186584,8
1.4817775815725327,1.1656692820787429,4500,1754790610,checkpoint_000008,True,False,9,4f60d_00198,2025-08-10_02-50-10,32.283270597457886,285.22028636932373,1630256,ash,134.226.40.133,285.22028636932373,9
1.4841520005464555,1.1440298849344253,5000,1754790642,checkpoint_000009,True,False,10,4f60d_00198,2025-08-10_02-50-42,31.53296971321106,316.7532560825348,1630256,ash,134.226.40.133,316.7532560825348,10
1.4917891412973403,1.1282436275482177,5500,1754790674,checkpoint_000010,True,False,11,4f60d_00198,2025-08-10_02-51-14,32.51111078262329,349.2643668651581,1630256,ash,134.226.40.133,349.2643668651581,11
1.4831207299232483,1.1088781177997589,6000,1754790705,checkpoint_000011,True,False,12,4f60d_00198,2025-08-10_02-51-45,30.714927911758423,379.9792947769165,1630256,ash,134.226.40.133,379.9792947769165,12
1.48461556494236,1.098919810652733,6500,1754790735,checkpoint_000012,True,False,13,4f60d_00198,2025-08-10_02-52-15,30.382947206497192,410.3622419834137,1630256,ash,134.226.40.133,410.3622419834137,13
1.4802447032928467,1.0844974195957184,7000,1754790766,checkpoint_000013,True,False,14,4f60d_00198,2025-08-10_02-52-46,30.234532833099365,440.59677481651306,1630256,ash,134.226.40.133,440.59677481651306,14
1.4899246042966843,1.0657967281341554,7500,1754790795,checkpoint_000014,True,False,15,4f60d_00198,2025-08-10_02-53-15,29.40768337249756,470.0044581890106,1630256,ash,134.226.40.133,470.0044581890106,15
1.4911184406280518,1.0559322315454482,8000,1754790826,checkpoint_000015,True,False,16,4f60d_00198,2025-08-10_02-53-46,31.126161336898804,501.1306195259094,1630256,ash,134.226.40.133,501.1306195259094,16
1.5000241005420685,1.0437778574228287,8500,1754790858,checkpoint_000016,True,False,17,4f60d_00198,2025-08-10_02-54-18,32.11338496208191,533.2440044879913,1630256,ash,134.226.40.133,533.2440044879913,17
1.5090663892030716,1.0355957034230232,9000,1754790890,checkpoint_000017,True,False,18,4f60d_00198,2025-08-10_02-54-50,31.241020441055298,564.4850249290466,1630256,ash,134.226.40.133,564.4850249290466,18
1.491203603744507,1.0268791553378105,9500,1754790920,checkpoint_000018,True,False,19,4f60d_00198,2025-08-10_02-55-20,30.37519598007202,594.8602209091187,1630256,ash,134.226.40.133,594.8602209091187,19
1.4947914338111878,1.0175065037608146,9999,1754790950,checkpoint_000019,True,True,20,4f60d_00198,2025-08-10_02-55-50,30.201520204544067,625.0617411136627,1630256,ash,134.226.40.133,625.0617411136627,20
