loss,train_loss,iter,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.9677090841531752,1.8362464863061905,500,1754816954,checkpoint_000000,True,False,1,556d6_00060,2025-08-10_10-09-14,33.367494106292725,33.367494106292725,1830659,ash,134.226.40.133,33.367494106292725,1
1.6751624619960785,1.4780570912361144,1000,1754816984,checkpoint_000001,True,False,2,556d6_00060,2025-08-10_10-09-44,30.188611268997192,63.55610537528992,1830659,ash,134.226.40.133,63.55610537528992,2
1.5944251972436905,1.357944567799568,1500,1754817017,checkpoint_000002,True,False,3,556d6_00060,2025-08-10_10-10-17,32.649962186813354,96.20606756210327,1830659,ash,134.226.40.133,96.20606756210327,3
1.5580240392684936,1.29650752723217,2000,1754817046,checkpoint_000003,True,False,4,556d6_00060,2025-08-10_10-10-46,29.49448871612549,125.70055627822876,1830659,ash,134.226.40.133,125.70055627822876,4
1.5245436120033264,1.248496903181076,2500,1754817078,checkpoint_000004,True,False,5,556d6_00060,2025-08-10_10-11-18,32.016796588897705,157.71735286712646,1830659,ash,134.226.40.133,157.71735286712646,5
1.506548711657524,1.2108085614442825,3000,1754817110,checkpoint_000005,True,False,6,556d6_00060,2025-08-10_10-11-50,31.96195912361145,189.67931199073792,1830659,ash,134.226.40.133,189.67931199073792,6
1.5048156362771987,1.1821210461854934,3500,1754817142,checkpoint_000006,True,False,7,556d6_00060,2025-08-10_10-12-22,31.405840158462524,221.08515214920044,1830659,ash,134.226.40.133,221.08515214920044,7
1.4920816349983215,1.1618882513046265,4000,1754817173,checkpoint_000007,True,False,8,556d6_00060,2025-08-10_10-12-53,30.642269134521484,251.72742128372192,1830659,ash,134.226.40.133,251.72742128372192,8
1.4915319323539733,1.1405915194749832,4500,1754817203,checkpoint_000008,True,False,9,556d6_00060,2025-08-10_10-13-23,30.368119478225708,282.09554076194763,1830659,ash,134.226.40.133,282.09554076194763,9
1.487389590740204,1.1205212610960007,5000,1754817235,checkpoint_000009,True,False,10,556d6_00060,2025-08-10_10-13-55,32.44091796875,314.53645873069763,1830659,ash,134.226.40.133,314.53645873069763,10
1.5004737013578415,1.1048964989185333,5500,1754817268,checkpoint_000010,True,False,11,556d6_00060,2025-08-10_10-14-28,32.512006521224976,347.0484652519226,1830659,ash,134.226.40.133,347.0484652519226,11
1.4884238427877425,1.0899032759666443,6000,1754817300,checkpoint_000011,True,False,12,556d6_00060,2025-08-10_10-15-00,32.43811368942261,379.4865789413452,1830659,ash,134.226.40.133,379.4865789413452,12
1.4863359820842743,1.0726887422800064,6500,1754817333,checkpoint_000012,True,False,13,556d6_00060,2025-08-10_10-15-33,32.431639194488525,411.91821813583374,1830659,ash,134.226.40.133,411.91821813583374,13
1.4928742241859436,1.0653488194942475,7000,1754817365,checkpoint_000013,True,False,14,556d6_00060,2025-08-10_10-16-05,32.432087421417236,444.350305557251,1830659,ash,134.226.40.133,444.350305557251,14
1.4953608030080796,1.0542017155885697,7500,1754817398,checkpoint_000014,True,False,15,556d6_00060,2025-08-10_10-16-38,32.57456588745117,476.92487144470215,1830659,ash,134.226.40.133,476.92487144470215,15
1.4973765510320662,1.0405162093043328,8000,1754817430,checkpoint_000015,True,False,16,556d6_00060,2025-08-10_10-17-10,32.518282413482666,509.4431538581848,1830659,ash,134.226.40.133,509.4431538581848,16
1.4980735939741134,1.0292920503020286,8500,1754817463,checkpoint_000016,True,False,17,556d6_00060,2025-08-10_10-17-43,32.431273221969604,541.8744270801544,1830659,ash,134.226.40.133,541.8744270801544,17
1.5059555888175964,1.0220110660791397,9000,1754817495,checkpoint_000017,True,False,18,556d6_00060,2025-08-10_10-18-15,32.43041276931763,574.304839849472,1830659,ash,134.226.40.133,574.304839849472,18
1.5055982708930968,1.007130869925022,9500,1754817528,checkpoint_000018,True,False,19,556d6_00060,2025-08-10_10-18-48,32.44610071182251,606.7509405612946,1830659,ash,134.226.40.133,606.7509405612946,19
1.5189838075637818,1.0018230947852134,9999,1754817560,checkpoint_000019,True,True,20,556d6_00060,2025-08-10_10-19-20,32.40278768539429,639.1537282466888,1830659,ash,134.226.40.133,639.1537282466888,20
