loss,train_loss,iter,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.9175218945741654,1.75636576294899,500,1754767431,checkpoint_000000,True,False,1,4b902_00003,2025-08-09_20-23-51,33.77344584465027,33.77344584465027,1473492,ash,134.226.40.133,33.77344584465027,1
1.7284016054868698,1.5272340327501297,1000,1754767464,checkpoint_000001,True,False,2,4b902_00003,2025-08-09_20-24-24,32.703102827072144,66.47654867172241,1473492,ash,134.226.40.133,66.47654867172241,2
1.646818231344223,1.4244765585660935,1500,1754767496,checkpoint_000002,True,False,3,4b902_00003,2025-08-09_20-24-56,32.76370191574097,99.24025058746338,1473492,ash,134.226.40.133,99.24025058746338,3
1.5920713990926743,1.3634841096401216,2000,1754767529,checkpoint_000003,True,False,4,4b902_00003,2025-08-09_20-25-29,33.034422636032104,132.27467322349548,1473492,ash,134.226.40.133,132.27467322349548,4
1.5780564993619919,1.3192497128248215,2500,1754767561,checkpoint_000004,True,False,5,4b902_00003,2025-08-09_20-26-01,31.06444478034973,163.33911800384521,1473492,ash,134.226.40.133,163.33911800384521,5
1.5445347553491593,1.2753638964891434,3000,1754767593,checkpoint_000005,True,False,6,4b902_00003,2025-08-09_20-26-33,32.41825222969055,195.75737023353577,1473492,ash,134.226.40.133,195.75737023353577,6
1.5260671424865722,1.2366744941473007,3500,1754767623,checkpoint_000006,True,False,7,4b902_00003,2025-08-09_20-27-03,30.399592638015747,226.1569628715515,1473492,ash,134.226.40.133,226.1569628715515,7
1.5052530145645142,1.2135679388046265,4000,1754767654,checkpoint_000007,True,False,8,4b902_00003,2025-08-09_20-27-34,30.168238162994385,256.3252010345459,1473492,ash,134.226.40.133,256.3252010345459,8
1.501835460662842,1.194402008652687,4500,1754767686,checkpoint_000008,True,False,9,4b902_00003,2025-08-09_20-28-06,32.48216509819031,288.8073661327362,1473492,ash,134.226.40.133,288.8073661327362,9
1.488872326016426,1.172358615398407,5000,1754767718,checkpoint_000009,True,False,10,4b902_00003,2025-08-09_20-28-38,32.301337242126465,321.10870337486267,1473492,ash,134.226.40.133,321.10870337486267,10
1.490051246881485,1.1501809716224671,5500,1754767751,checkpoint_000010,True,False,11,4b902_00003,2025-08-09_20-29-11,32.32450819015503,353.4332115650177,1473492,ash,134.226.40.133,353.4332115650177,11
1.4856542074680328,1.135691728591919,6000,1754767780,checkpoint_000011,True,False,12,4b902_00003,2025-08-09_20-29-40,29.625977277755737,383.05918884277344,1473492,ash,134.226.40.133,383.05918884277344,12
1.4922642600536347,1.1225550878047943,6500,1754767809,checkpoint_000012,True,False,13,4b902_00003,2025-08-09_20-30-09,29.083531856536865,412.1427206993103,1473492,ash,134.226.40.133,412.1427206993103,13
1.4883011931180954,1.1087216109037399,7000,1754767842,checkpoint_000013,True,False,14,4b902_00003,2025-08-09_20-30-42,32.43102240562439,444.5737431049347,1473492,ash,134.226.40.133,444.5737431049347,14
1.4919283485412598,1.0986939257383346,7500,1754767873,checkpoint_000014,True,False,15,4b902_00003,2025-08-09_20-31-13,31.47231698036194,476.04606008529663,1473492,ash,134.226.40.133,476.04606008529663,15
1.489590647816658,1.086055878996849,8000,1754767906,checkpoint_000015,True,False,16,4b902_00003,2025-08-09_20-31-46,32.720253705978394,508.766313791275,1473492,ash,134.226.40.133,508.766313791275,16
1.4886348098516464,1.073009308576584,8500,1754767939,checkpoint_000016,True,False,17,4b902_00003,2025-08-09_20-32-19,32.68752598762512,541.4538397789001,1473492,ash,134.226.40.133,541.4538397789001,17
1.4997912621498108,1.065437570810318,9000,1754767971,checkpoint_000017,True,False,18,4b902_00003,2025-08-09_20-32-51,32.47169613838196,573.9255359172821,1473492,ash,134.226.40.133,573.9255359172821,18
1.4891997492313385,1.0491899412870407,9500,1754768004,checkpoint_000018,True,False,19,4b902_00003,2025-08-09_20-33-24,32.72333836555481,606.6488742828369,1473492,ash,134.226.40.133,606.6488742828369,19
1.4939849942922592,1.0359254905581474,9999,1754768037,checkpoint_000019,True,True,20,4b902_00003,2025-08-09_20-33-57,32.66221857070923,639.3110928535461,1473492,ash,134.226.40.133,639.3110928535461,20
