loss,train_loss,iter,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
1.8545340079069137,1.6787237977981568,500,1754765226,checkpoint_000000,True,False,1,4a77f_00094,2025-08-09_19-47-06,33.54003357887268,33.54003357887268,1459914,ash,134.226.40.133,33.54003357887268,1
1.6574909162521363,1.4472313332557678,1000,1754765258,checkpoint_000001,True,False,2,4a77f_00094,2025-08-09_19-47-38,32.72203278541565,66.26206636428833,1459914,ash,134.226.40.133,66.26206636428833,2
1.5951768976449967,1.358596652150154,1500,1754765291,checkpoint_000002,True,False,3,4a77f_00094,2025-08-09_19-48-11,32.437249183654785,98.69931554794312,1459914,ash,134.226.40.133,98.69931554794312,3
1.5530067938566208,1.295377233028412,2000,1754765323,checkpoint_000003,True,False,4,4a77f_00094,2025-08-09_19-48-43,32.44756722450256,131.14688277244568,1459914,ash,134.226.40.133,131.14688277244568,4
1.5347412896156312,1.2530141067504883,2500,1754765356,checkpoint_000004,True,False,5,4a77f_00094,2025-08-09_19-49-16,32.71618127822876,163.86306405067444,1459914,ash,134.226.40.133,163.86306405067444,5
1.5155120372772217,1.2136225306987762,3000,1754765389,checkpoint_000005,True,False,6,4a77f_00094,2025-08-09_19-49-49,32.711397647857666,196.5744616985321,1459914,ash,134.226.40.133,196.5744616985321,6
1.5222044551372529,1.1904265409708024,3500,1754765421,checkpoint_000006,True,False,7,4a77f_00094,2025-08-09_19-50-21,32.703468322753906,229.277930021286,1459914,ash,134.226.40.133,229.277930021286,7
1.5002852648496627,1.1614553588628769,4000,1754765454,checkpoint_000007,True,False,8,4a77f_00094,2025-08-09_19-50-54,32.72059488296509,261.9985249042511,1459914,ash,134.226.40.133,261.9985249042511,8
1.5050631713867189,1.139305772781372,4500,1754765486,checkpoint_000008,True,False,9,4a77f_00094,2025-08-09_19-51-27,32.47087550163269,294.4694004058838,1459914,ash,134.226.40.133,294.4694004058838,9
1.4916141438484192,1.1165680420398711,5000,1754765519,checkpoint_000009,True,False,10,4a77f_00094,2025-08-09_19-51-59,32.477484941482544,326.94688534736633,1459914,ash,134.226.40.133,326.94688534736633,10
1.4920981228351593,1.097168819308281,5500,1754765552,checkpoint_000010,True,False,11,4a77f_00094,2025-08-09_19-52-32,32.75106453895569,359.697949886322,1459914,ash,134.226.40.133,359.697949886322,11
1.486410484313965,1.0843038195371628,6000,1754765584,checkpoint_000011,True,False,12,4a77f_00094,2025-08-09_19-53-04,32.73909139633179,392.4370412826538,1459914,ash,134.226.40.133,392.4370412826538,12
1.4933214300870896,1.067426797747612,6500,1754765617,checkpoint_000012,True,False,13,4a77f_00094,2025-08-09_19-53-37,32.47200298309326,424.90904426574707,1459914,ash,134.226.40.133,424.90904426574707,13
1.495651326775551,1.0514161652326584,7000,1754765649,checkpoint_000013,True,False,14,4a77f_00094,2025-08-09_19-54-09,32.465662479400635,457.3747067451477,1459914,ash,134.226.40.133,457.3747067451477,14
1.49981818318367,1.035982710123062,7500,1754765682,checkpoint_000014,True,False,15,4a77f_00094,2025-08-09_19-54-42,32.76144766807556,490.13615441322327,1459914,ash,134.226.40.133,490.13615441322327,15
1.5026304465532303,1.025598953962326,8000,1754765715,checkpoint_000015,True,True,16,4a77f_00094,2025-08-09_19-55-15,32.502419233322144,522.6385736465454,1459914,ash,134.226.40.133,522.6385736465454,16
